ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,length,sentiment,positive_count,negative_count
792,ổn nhạy_cảm hơi không_thích hắc ổn,15/05/2021,1:58,4,422205160,100,positive,3,1
4249,nhạy_cảm châm_chít thích nhạy_cảm thử,19/02/2021,0:29,5,308100018,120,positive,1,0
4035,ẩm tốt_giá,14/06/2021,10:01,5,365000017,35,positive,1,0
2187,không_kiềm tốt tầm tiếng chảo lớp hoàn_thành đẹp tiếng đẹp,29/10/2023,18:24,4,223600034,126,positive,1,0
170,chân cuộc_đời mụn,10/11/2022,9:55,5,422208972,37,positive,0,0
412,tốt,9/4/2023,21:50,5,422208973,17,positive,1,0
1176,mụn ổn không_bị mụn không_thấy nâng_tông chống nắng kém,22/08/2022,19:46,3,422215804,108,negative,2,1
795,thẩm_thấu thích_hợp hỗn_hợp ổn,16/03/2020,14:21,5,223600009,72,positive,2,0
1397,bì đẹp cầm_chắc mỏng nhẹ suốt thấm hương dễ_chịu tổng_quân tuyệt_vời,20/07/2021,10:35,5,422209663,168,positive,2,0
1108,dịu nhẹ êm,22/11/2022,15:14,5,422204884,37,positive,0,0
269,tuyệt_vời sảng_khoái mát_mẻ cồn vói hỗn_hợp thiên_dầu mà_còn nhạy_cảm,1/7/2021,18:29,5,205100136,158,positive,1,0
708,dễ_dàng thoải_mái thư_giãn,29/04/2023,10:13,5,308500013,48,positive,1,0
2398,hương dễ_chịu mát giá_thành ổn,27/04/2023,16:24,5,204100054,44,positive,1,0
2317,dễ_dàng thoải_mái thư_giãn,4/5/2023,18:44,5,422205162,48,positive,1,0
3805,tốt không_nữa,17/01/2023,22:59,1,422207791,49,negative,1,0
2120,chất_lượng,15/07/2023,12:21,3,422208977,66,negative,0,0
460,tốt,25/06/2023,20:57,5,204900013,12,positive,1,0
2402,dễ_dàng,27/04/2023,14:12,5,422205162,29,positive,0,0
3697,sữa rửa ưng,4/5/2023,19:49,5,422216487,81,positive,1,0
2355,dễ_dàng thoải_mái thư_giãn,30/04/2023,18:26,5,308500013,47,positive,1,0
718,tốt,19/04/2023,13:19,5,100230064,3,positive,1,0
217,xịn thơm_tẩy tế_bào chết môi mềm,13/03/2021,9:33,5,422201374,59,positive,2,0
1593,lỗi không_hài_lòng,8/12/2020,20:30,2,422200305,38,negative,0,1
707,dễ_dàng thoải_mái thư_giãn,28/04/2023,9:59,5,308500015,47,positive,1,0
1440,dễ_chịu dịu giá_thành ổn,3/5/2023,18:13,5,422210980,39,positive,1,0
3769,châm mụn đỉnh tuần cải_thiện mụn,19/09/2023,15:22,5,248700054,54,positive,2,0
1990,ổn á_kiềm tốt nâng tông nắng không_thấy sạm,30/11/2022,21:49,5,249500019,125,positive,2,0
165,trộm_vía hợp không_hề kích_ứng tuần mụn_ẩn đẩy kết_hợp serum teana peptide megaduo mụn cồi tuần mụn_ẩn cải_thiện sờ mịn_màng rõ_rệt sợi bã_nhờn mũi cằm đỉnh,7/9/2022,14:00,5,100220035,441,positive,2,0
3229,rẻ dày dặn sạch không_bị xơ_hơi tốn tẹo ưng bụng quân_trọng sạch,12/4/2023,9:58,5,422206149,146,positive,3,0
809,không_gây kích_ứng,11/8/2020,16:41,5,200400003,22,positive,0,0
2406,kiềm tốt,4/3/2023,6:04,5,308500013,12,positive,1,0
3311,không_hợp cành,3/9/2024,11:59,5,422214672,132,positive,0,1
2218,kiềm đỉnh học_thể_dục khô_thoáng bạn_bè,7/10/2020,20:31,5,422203146,96,positive,1,0
4126,chết măt ổn thơm,18/11/2023,14:05,4,422207812,46,positive,2,0
1469,tạm ổn,13/03/2022,19:53,4,100220037,6,positive,1,0
2372,dễ_dàng thoải_mái thư_giãn,29/04/2023,19:36,5,308500009,47,positive,1,0
2380,dễ_dàng thoải_mái thư_giản,29/04/2023,15:44,5,422205164,47,positive,2,0
107,không_thích mụn thâm_xỉn mụn thâm,22/11/2019,10:47,4,318900012,97,positive,1,1
637,bioderma_tẩy sạch không_bị nhờn nhờn_điểm sạch yêu,19/09/2024,21:36,5,200400004,143,positive,1,0
419,thấm không_bí mịn không_mắt,14/03/2023,9:17,5,248700035,73,positive,0,0
1155,hắc khoáng bù ẩm_mượt cũ hơi châm_chít nhẹ chỗ mụn viêm,31/08/2022,23:31,4,422207865,200,positive,0,0
197,tốt,28/06/2022,15:01,5,422208807,10,positive,1,0
241,sạch ổn_không_có đổ,16/10/2021,23:03,4,422208807,36,positive,1,0
2420,đừng hộp hộp hướng_dẫn cắt hộp_xếp tái_thế thành hộp đựng mĩ_phẩm dễ_thương cắt rọc giấy,31/10/2021,19:12,5,308500013,153,positive,1,0
2548,rửa sạch nhẹ không_khô_hợp mụn đóng_gói cẩn_thận ủng_hộ,12/11/2020,21:46,5,204100054,104,positive,1,0
778,thơm buồn,17/09/2021,16:29,5,200400003,41,positive,1,1
704,đỉnh vô mát,28/04/2023,20:37,5,422200236,29,positive,1,0
703,dễ_dàng thoải_mái thư_giãn,28/04/2023,12:34,5,308500018,48,positive,1,0
3465,quảng_cáo bực_mình,25/10/2022,22:22,1,318900005,53,negative,0,1
3128,hồi thích,6/2/2021,14:52,5,223600026,20,positive,1,0
477,tuýp sạch thích,12/12/2022,9:29,5,204900056,37,positive,1,0
682,dễ_dàng thoải_mái thư_giãn,30/04/2023,11:15,5,308500004,48,positive,1,0
1987,nhớ_tẩy kĩ không_lên mụn ổn chống nắng kĩ nâng tự_nhiên,1/12/2022,17:17,5,422203145,160,positive,1,0
3218,thử không_hợp toner serum bí_đau,16/03/2023,14:06,5,422213308,88,positive,0,1
1362,hỗn_hợp thiên_dầu mát_mát lọc hơi hương_liệu không_thích hương_liệu,21/05/2023,22:58,5,100230026,175,positive,1,1
2064,chữ hồi toàn sài chỉ_số chống nắng yếu sài không_dám sài_uriage đổ phát_hiện sài tuần kỹ lẹ aply thấm tiếng không_bị đổ không_bết_dính hời_tiếc sợ hơi thích skin,16/12/2021,13:06,5,249500019,387,positive,2,0
780,mùa dịch nội_thành siêu chất_lượng thương_hiệu bàn,18/08/2021,19:21,5,200400004,113,positive,0,0
3835,dính chắc_lột mụn ổn,6/2/2024,22:17,5,213300058,24,positive,1,0
383,tốt,31/10/2023,16:05,5,422208974,16,positive,1,0
3734,tốt bọt không_hề_rít ngứa mùi_thoảng dễ_chịu khô_cực nhạy_cảm mụn êm_tẩy sạch sâu không_gây căng hơi khô đợt tuần được_giá tặng khăn không_sài thíc bt mún đổi,13/01/2021,11:37,5,377400001,360,positive,1,2
697,đỉnh vô mát,29/04/2023,20:18,5,422200236,28,positive,1,0
2067,mẫu cực_kì chán không_kiềm vón_cục mẫu cũ nhiêu_mẫu tệ,18/07/2022,12:35,1,204100003,110,negative,0,2
2929,mặt_nạ ôm sát_mặt đắp đắp cực_kì thoải_mái không_bị kích_ứng mướt hộp_miếng,15/01/2024,8:55,5,422207792,171,positive,2,0
1138,tặng,1/11/2024,15:30,5,200900037,86,positive,0,0
2444,mặt_nạ naruko tràm trà kiểm_soát mụn thơm_đắp mát đắp kéo mặt_nạ mủi sống mủi chóp mũi không_đắp tiếc,29/07/2020,1:21,4,308500037,199,positive,1,0
2356,dễ_dàng thoải_mái thư_giãn,30/04/2023,18:13,5,422205163,54,positive,1,0
3619,chất_lượng không_tốt không_khuyên,24/10/2019,19:48,1,204100013,49,negative,1,1
3335,khô độ chấp_nhận trôi bết,19/11/2019,20:54,4,223600009,102,positive,0,0
2169,tuần bôi không_màu dịu nhẹ thích_hợp_dưỡng môi môi_trường máy_lạnh bôi môi bớt khô nứt hẳn thích,25/07/2019,23:41,5,225200015,205,positive,2,0
1631,sài tốt mê mướt hẳn,27/11/2021,15:07,5,327500002,60,positive,1,0
1289,tốt_êm,7/4/2021,13:02,5,204900024,22,positive,1,0
2081,kết_bạn mô_tả tốt không_thấm mát nâng tấn_xíu bôi đẹp mùa hè bôi kết_bạn bôi,31/05/2019,23:08,3,422207413,178,negative,1,1
2930,ôm sát ẩm tốt,27/09/2023,10:24,5,422209720,22,positive,1,0
4063,mắt sài nhe sài đỡ nhăn hẳn chịu_khó masagebl_xí,10/6/2022,17:58,5,248700003,91,positive,0,0
823,ổn,29/04/2023,19:40,3,253900007,44,negative,1,0
1339,hơi xịn khô_xíu mụn,9/4/2024,18:08,5,422202362,61,positive,1,0
283,không_nâng_tông thấm cồn không_ưng,15/10/2022,9:58,3,422206421,48,negative,1,0
4516,lỗi không_hài_lòng,4/5/2022,9:48,2,422217970,38,negative,0,1
2227,mụn cám thử hiệu_quả,1/11/2023,22:02,5,201600141,56,positive,1,0
1373,bảo sản_xuất hàn_quốc chữ_thái giả,12/12/2023,18:07,4,422209663,90,positive,0,0
4433,mềm mịn,24/11/2023,10:49,5,100210014,28,positive,0,0
2351,dễ_dàng thoải_mái thư_giãn,1/5/2023,10:13,5,308500018,48,positive,1,0
3577,đắp trắng liền hú_hồn trắng cấp_tốc gái tiệc_đồ á_cứ tự_động đắp mặt_nạ surmedic kích_ứng ấn_tượng mặt_nạ,25/01/2021,15:54,5,422200002,204,positive,1,0
543,hơi nồng không_quá_dưỡng ẩm_dị_ứng nhạy_cảm chừng,7/6/2020,10:47,1,422209443,79,negative,0,0
320,đổ bông_tẩy mát_mát kích_ứng,3/10/2020,16:46,5,422211447,111,positive,0,0
1321,yếu nhạy_cảm mụn liên_ngày mỹ_phẩm khỏe hẳn không_nổi mụn đỉnh,7/12/2021,10:28,5,253900004,125,positive,1,0
1656,bọt khô nhẹ đỡ sửa rửa nam,10/10/2022,16:16,3,224100009,111,negative,0,0
308,chời siêu_đỉnh sài không_biết_nhiêu,27/12/2020,22:15,5,422211447,69,positive,1,0
159,sạch không_bị khô,29/01/2023,13:05,5,422211446,28,positive,1,0
808,mặt_nạ cồn nhạy_cảm cân_nhắc đắp sức hiệu_quả không_thần_thánh mịn một_chút đắp,13/10/2021,20:04,4,422205164,199,positive,1,0
736,tốt,5/12/2022,15:52,5,100230057,12,positive,1,0
2367,hương dễ_chịu mát giá_thành ổn,30/04/2023,12:34,5,204100054,46,positive,1,0
183,chân_ái êm mụn_xài ổn_tẩy rửa sạch không_khô,14/09/2022,14:00,5,422208807,124,positive,1,0
1072,sài,8/4/2023,11:33,5,422204910,34,positive,0,0
2373,dể hjoải mái thư_giản,29/04/2023,19:21,5,422205163,49,positive,1,0
3232,mặt_nạ ẩm_chất vừa_phải đắp nhạy_cảm không_bị_kích_ứng,1/7/2023,21:29,5,365000019,95,positive,1,0
1457,lỗi,17/04/2023,18:32,1,422211447,50,negative,0,0
1003,chống nắng gọi_là đỉnh siêu_hợp htd htd_bôi tối nhẹ mịn_lì đánh_phấn không_nắng_tông trông tự_nhiên không_gây mụn bôi hơi căng nhẹ không_đổ dầu_tí phòng máy_lạnh làm_việc ngoài_trời kiềm tiếng đổ nhẹ chữ không_dám đổi chống nắng,16/09/2024,15:33,5,422200236,480,positive,1,0
1459,dịch_vụ tư_vấn tốt,13/06/2022,9:14,5,422210784,31,positive,1,0
3935,chê vón nhờn_rít bước_serum dưỡng_ẩm tốt thứ_trừ bước_dưỡng vệt trắng nâng bước_dưỡng thấm bôi chờ dưỡng thấm ưu_điểm đối_xử nhẹ nhược,6/2/2023,13:44,4,100160021,410,positive,1,2
840,dễ_dàng thoải_mái thư_giản,30/04/2023,20:29,5,422205162,45,positive,2,0
548,thích_hợp kiểm_soát chống nắng tốt đồng_hành,10/2/2022,21:45,5,204900013,127,positive,2,0
2141,retinol,24/10/2023,13:15,5,422209841,24,positive,0,0
23,serum_hợp khô mùa lạnh máy_lạnh khô tróc serum dưỡnga ẩm tốt trời nắng_nóng không_hợp serum lớp màng nhớt nhớt máy_lạnh hợp,31/08/2023,11:31,5,418800002,257,positive,1,1
860,sài_ổn hiệu_quả tiếp,22/02/2024,21:13,5,422208181,47,positive,2,0
2320,hương dễ_chịu mát giá_thành ổn,4/5/2023,16:40,5,204100019,46,positive,1,0
1394,mụn mát nhẹ tối chảo mụn cồn,5/10/2021,12:11,3,422200306,155,negative,0,0
709,dễ_dàng thoải_mái thư_giãn,28/04/2023,10:15,5,422205160,48,positive,1,0
2036,thành_phần không_chứa cồn đợt toàn cồn nồng,25/10/2022,9:57,1,249500019,76,negative,0,0
729,chê,9/4/2023,19:39,5,100230056,32,positive,0,0
3886,chất_lượng không_tốt không_khuyên,27/02/2021,13:11,1,204000071,49,negative,1,1
1176,tiết_kiệm bọt không_tốn cetaphil hơi không_thích,30/11/2021,11:59,4,422211501,78,positive,1,1
236,đỉnh,30/11/2021,21:32,5,422211446,12,positive,1,0
792,sạch nhẹ rửa khô,4/4/2021,2:23,5,422210784,63,positive,0,0
2213,chống nắng cơ_bản trắng chút_xíu lựa_chọn cực_kì hợp_lý sữa thích kiềm tốt tiếng dần bôi cực_sướng phấn_rôm bé ưng phân_vân khuyên tậu thử mê tốt,24/02/2021,21:22,5,249500021,364,positive,4,0
3697,sữa rửa ưng,4/5/2023,19:49,5,201600144,81,positive,1,0
62,thích_tẩy dịu nhẹ trang_điểm,17/04/2022,23:35,5,422211183,104,positive,1,0
220,masacara không_trôi ổn không_kích ứng_hơi ẩm,17/02/2022,21:09,5,422204259,57,positive,1,0
624,rát,17/11/2021,1:04,5,243300007,33,positive,0,0
182,hương dễ_chịu mát giá_thành ổn,28/04/2023,10:26,5,204100019,46,positive,1,0
1024,dễ_dàng thoải_mái thư_giãn,2/5/2023,17:16,5,422202253,48,positive,1,0
1828,chê ngoại_trừ hơi chát_tẩy sạch mềm mịn không_khô,28/09/2022,18:36,5,422216602,89,positive,0,0
3779,không_hài_lòng tốt,30/05/2024,11:11,2,253900004,56,negative,1,1
690,thích hasaki,30/04/2023,18:33,5,200400004,41,positive,1,0
214,rùi hasaki làm_việc tín,19/03/2022,18:12,5,422206648,52,positive,0,0
139,bình_luận hỗn_hợp thiên_dầu mụn mụn_ẩn thoáng châm_chích mụn cải_thiện rõ_rệt_trừ mụn bình_thường ưng_giá,17/06/2024,13:30,5,422211183,352,positive,2,0
2187,ẻm không_sạch sạch cỡ miếng ẻm trái garnier hình_không_rõ,17/09/2023,18:58,4,422209671,152,positive,0,0
220,tuyệt_vời không_bị khô hơi cồn không_kích_ứng đỡ nâng cồn thích chống phết khô chả_thấy đỗ giọt mồ_hôi không_gây_kích_ứng đỏ nâng không_nên không_chịu cồn thời_mê,10/2/2022,13:33,5,223600009,339,positive,3,0
2422,mặt_nạ tốt,2/9/2021,12:36,5,308500018,28,positive,1,0
1407,đổi mẫu thành_phần bha nhạy_cảm mụn_ẩn cân_nhắc thiệt_tình,29/04/2024,22:28,4,293500043,157,positive,0,0
2988,ạ_đợi,25/07/2022,15:07,5,422204167,49,positive,0,0
3905,sài mỏng nhẹ không_gây_kích_ứng ẩm_bóng,24/07/2024,16:52,5,248700057,56,positive,0,0
2574,ổn,16/07/2020,21:00,5,422209671,10,positive,1,0
1751,phí tệ,3/5/2023,14:01,1,205100137,43,negative,0,1
274,nửa sạch,22/06/2021,12:36,5,204900004,77,positive,0,0
1082,chấp_nhận,5/5/2023,10:01,3,422206537,50,negative,0,0
110,mỏng nhẹ thấm không_nâng_tông tự_nhiên,31/03/2022,19:17,4,204100003,50,positive,0,0
212,không_xài nhờn_rít bôi lớp không_điểm tây chống nắng không_hợp,23/03/2022,16:18,3,422211447,183,negative,0,3
850,chống nắng kiềm_dầu nhờn không_thấm,18/02/2022,11:12,3,422204028,58,negative,0,1
790,tốt rẻ,30/05/2021,14:24,5,100230064,148,positive,2,0
2925,tốt,20/08/2024,8:46,5,422209704,20,positive,1,0
2114,hũ không_cả_thiện thâm,5/10/2024,22:38,4,422206645,91,positive,0,0
1033,dễ_dàng thoải_mái thư_giãn,27/04/2023,13:48,5,422205162,49,positive,1,0
3559,đêm sưng,26/05/2022,13:30,5,100250033,78,positive,1,0
358,trình mụn thâm_đen,31/08/2023,11:05,5,310100003,68,positive,0,0
1982,hợp khô lớp hoàn_thành mỏng nhẹ hơi nhũ nhẹ thích,2/12/2022,15:07,5,422203145,114,positive,1,0
2046,đợt nồng cồn đầu_tưởng vẩn nồng_không_biết chất_lượng,30/09/2022,22:34,3,422207413,127,negative,0,0
1450,ứng_dụng nửa tiếng,30/03/2023,10:03,5,204900128,79,positive,0,0
2935,cấp_nước tốt đắp khỏe căng,15/04/2024,9:35,5,422218101,50,positive,1,0
692,hương dễ_chịu mát giá_thành ổn,30/04/2023,16:23,5,204100054,47,positive,1,0
349,siêu,2/10/2019,19:55,5,205100136,28,positive,0,0
1,không_bị dồn viền_ép kĩ_không_bị cứng không_gây_sát khó_chịu có_mặt mặt_sần tẩy_mặt skincare,2/11/2024,0:29,5,422212333,195,positive,2,1
4312,sài thử bịt sợi bã nhờn đen mũi sài hẳn hủ_bự,23/11/2021,8:43,5,355500010,140,positive,0,0
1429,tạm ổn không_đợi,8/3/2023,9:48,3,200500283,46,negative,1,0
1524,mặt_nạ phục_hồi siêu_đỉnh kích_ứng đắp khỏe trông ẩm_căng mê,28/03/2024,17:21,5,422217971,117,positive,1,0
1197,hơi á_chất lỏng nhẹ thấm_kiềm dầu_ổn rẩt chống nắng,19/02/2022,21:24,5,249500007,171,positive,1,0
2572,nhận_xét kỹ mắt mắt môi thấm ướt chùi nhẹ_nhàng sạch thấm_ướt chùi nhẹ_nhàng sạch sạch sâu_lỗ chân lông sữa_dưỡng_tẩy mát nhẹ_nhàng nhẹ sạch sâu,2/9/2024,11:19,5,422214148,335,positive,0,0
3502,thích đỡ mụn sưng_viên á_mùi thơm khoái chấm,30/11/2021,19:07,5,225300001,96,positive,3,0
3566,không_hề đồng_tiền,11/4/2023,20:42,1,422206537,45,negative,0,0
808,sẵn_thần đồn đẩy mụn rửa thích không_đẩy khủng_như mụn có_lẽ shope giả_mạo,31/12/2021,9:50,5,422204795,300,positive,1,0
1092,hình_tưởng tặng khách_hàng dê thịt chó,9/10/2024,18:14,1,422204884,95,negative,0,0
2067,lớp mỏng hồng nhẹ_nhàng kiềm bình_thiên_dầu cân_nhắc thích lớp dặm phấn,14/07/2021,10:20,5,422207413,178,positive,1,0
1552,dưỡng ẩm ngày_trước tuyệt,3/6/2022,22:24,5,208000001,46,positive,0,0
2269,hài_lòng,3/10/2019,14:27,5,245500009,101,positive,0,0
2934,mặt_nạ lỗ chọc thủng hơi thất_vọng chút sài mịn hồi_phục nhạn,12/7/2024,0:33,3,422218099,145,negative,0,1
1529,tốt đuoc,15/01/2024,18:19,5,211300007,30,positive,1,0
4396,hài_lòng nổi_bật,24/02/2022,16:34,3,357100011,64,negative,1,0
1157,sẵn dự_phòng sài êm sài mỏng nhẹ không_phù_hợp skincare nặng_đô nắng môi_trường vợ_chồng tiếp_xúc nắng sài,30/05/2024,15:00,5,249500013,220,positive,1,1
1470,kiềm tốt,4/12/2021,12:51,5,204900128,25,positive,1,0
2534,thích sữa rửa hợp mụn tối giúp sạch dịu nhẹ tươi_tắn,15/11/2020,16:06,5,204100054,141,positive,1,0
1139,thích thất_vọng hẳn sướng á_giờ rcm tiếp,19/03/2024,22:59,5,422209322,211,positive,1,1
1685,hiệu_quả tốt,3/7/2021,23:19,5,318900005,38,positive,2,0
561,hơi chậm tốt,3/1/2024,10:23,2,318900019,45,negative,1,1
3338,sữa chống nắng tốt mỏng nhẹ thấm cồn,4/10/2019,19:19,4,422212097,64,positive,1,0
34,tốt không_gây khô,25/04/2023,6:09,5,422204259,42,positive,1,0
1449,sạch khô_rửa xíu độ_ẩm thử,30/03/2023,18:46,5,204900056,142,positive,0,0
61,không_hợp,24/09/2022,22:10,3,422208181,102,negative,0,1
2324,tuyệt sạch_nhờn mụn,4/5/2023,12:56,5,422205164,46,positive,0,0
4115,chết ổn thơm,18/11/2023,16:43,5,422207812,43,positive,2,0
217,nhỏ_tẩy mắt đậm không_sạch,10/3/2022,21:28,5,422211447,72,positive,0,0
90,ổn toner tiết_kiệm,7/6/2021,22:32,5,318900012,63,positive,1,0
3378,trời chân_ái sưng mụn tốt dậy hẳn lỗ chân_lông dường_như,12/11/2023,0:56,5,422211200,152,positive,2,0
142,dưỡng ẩm_phục_hồi tốt đối_xử timeles lô hội mướt hẳn êm,30/04/2023,11:58,5,248700062,108,positive,1,0
1630,trời trời mặt_nạ,20/12/2021,18:20,5,422205635,76,positive,0,0
2198,lọ sữa ấn_tượng kiềm dầu_hơi ổn_áp hỗn_hợp thiên_dầu mụn ổn không_bị_kích_ứng mụn nhẹ phút tệp bình_thường thử bổ_rẻ,26/04/2022,18:24,5,249500028,429,positive,5,1
3389,cồn vết trầy mụn sức không_hề rát,1/5/2024,18:32,5,422217480,81,positive,0,0
51,nhạy_cảm không_hợp mụn hơi khó_chịu,25/08/2022,15:55,3,318900012,73,negative,0,2
3958,tốt nồng_độ dần mụn trị thâm_trị mụn,19/11/2023,8:05,5,422205053,116,positive,1,0
133,nắp nhạt mụn không_bôi bọt thiệt nhớt công_dụng không_khô lành_tính công_dụng trải_nghiệm,5/8/2023,13:23,5,422211447,377,positive,0,0
1074,nhạy_cảm đỏ hồng không_đỏ_kích_ứng ổn,18/12/2022,18:46,5,422204910,129,positive,1,0
3401,ổn đắp hơi châm_chít giá_cả hơi mắc,21/04/2024,0:47,5,422204659,67,positive,1,0
23,tốt_lành serum hợp rửa dậy không_điểm rửa sạch lớp,4/9/2023,10:13,5,200900037,171,positive,1,0
1377,thích đắp mềm nhẹ,23/01/2024,18:33,5,422205809,52,positive,1,0
3043,tốt giá_cả khô,13/08/2019,22:43,5,343700002,68,positive,1,0
2342,dễ_dàng thoải_mái thư_giãn,2/5/2023,9:51,5,308500037,45,positive,1,0
1244,thử ạ_tẩy chết ổn_thơm thích hạt,3/8/2022,14:07,5,422207812,102,positive,3,0
1214,sữa tán khô không_gây nhờn_rít kiềm tốt hỗn_hợp,5/4/2021,22:58,5,422217292,111,positive,1,2
710,dễ_dàng thoải_mái thư_giãn,27/04/2023,11:29,5,422205162,47,positive,1,0
701,thích hasaki,29/04/2023,18:34,5,100230056,48,positive,1,0
663,tốt,12/5/2023,18:29,5,100230056,7,positive,1,0
686,thích_hasaki phẩm_tẩy,30/04/2023,18:39,5,100230064,44,positive,1,0
2300,thử xịt mát thoải_mái không_mùi rửa,10/3/2018,14:22,5,422216098,97,positive,1,0
3335,khô độ chấp_nhận trôi bết,19/11/2019,20:54,4,223600010,102,positive,0,0
2682,mịn,29/03/2021,19:42,5,422203809,17,positive,0,0
35,hiệu_quả cực_kì giá_thành,17/04/2023,13:48,5,422216594,79,positive,1,0
2690,mềm_mỏng mép cố_định hút tốt thích_hợp toner,5/5/2020,22:01,5,422203807,119,positive,2,0
3962,caryophy mụn đen hẳn hơi nồng xíu,31/12/2023,7:56,5,422201119,99,positive,0,0
3301,đỉnh chóp,1/11/2021,7:54,5,251900024,34,positive,1,0
139,bình_luận hỗn_hợp thiên_dầu mụn mụn_ẩn thoáng châm_chích mụn cải_thiện rõ_rệt_trừ mụn bình_thường ưng_giá,17/06/2024,13:30,5,422220606,352,positive,2,0
1392,giúp mềm trắng,30/05/2020,13:54,5,223600032,62,positive,0,0
2395,dễ_dàng thoải_mái thư_giãn,28/04/2023,9:35,5,308500037,48,positive,1,0
1411,trộm_vía sài_hợp,13/07/2023,0:30,5,422211195,33,positive,0,0
317,chất_lượng ổn_mềm mịn thân_thiện chất_lượng tốt,4/9/2020,22:46,5,243300007,116,positive,3,0
157,công_tâm streatmen nhẹ kiểm_dầu ổn tiếng đỗ tiếng sài thoáng,1/1/2023,17:30,5,249500013,210,positive,1,0
218,xịn không_nói thấm không_bệt trắng thoáng mịn nhẹ tầm_giá skin rohto không_số phân_khúc,3/4/2022,10:04,5,422207414,187,positive,1,0
4593,ổn chê cầu,4/5/2023,18:42,3,422204028,59,negative,1,0
188,không_tặng,13/08/2022,13:48,4,422211446,48,positive,0,0
795,rẻ mát_tẩy không_bị nhờn_rít không_cần_rửa,16/03/2020,14:19,5,223600035,86,positive,2,2
3830,thấm,17/07/2020,22:08,5,345800013,36,positive,0,0
2336,rẻ_thích trắng cồn mắt không_nổi,30/06/2021,17:51,4,365000011,93,positive,3,0
361,tốt bôi thôi_bôi mắt chụi,4/11/2020,10:12,5,256700011,82,positive,1,0
1163,chân_ái mụn chổ mụn đẩy mụn ổn mền mịn sần_sùi tối,2/10/2024,19:04,5,345800003,189,positive,1,0
2438,tốt,8/11/2020,0:07,5,422205160,19,positive,1,0
632,tuýt đỡ thâm_môi khuyên tối toàn tuýt thấm môi không_dưỡng ẩm môi đêm dậy môi khô,26/12/2021,13:47,5,422209444,204,positive,0,0
217,xịn dầu_xài serum không_thấy hiệu_quả thử ưng tuần đỡ đỡ mụn hẳn rửa sạch không_bị căng đổ chữ má khô kết_hợp dưỡng tuyệt_vời hơi đắn_đo,5/4/2021,15:22,5,422210980,352,positive,5,0
349,siêu,2/10/2019,19:55,5,422204259,28,positive,0,0
812,dưỡng ẩm_môi ổn bảo hồng_môi,18/03/2024,12:32,4,422209443,75,positive,1,0
315,giá_cả mụn không_hề kích_ứng đóng_gói hiệu_quả tốt ưng,5/11/2020,18:00,5,422204259,159,positive,3,0
480,rửa sạch không_hề khô_bì xắn thiết_kế pump tiện_lợi dễ_dàng điều_chỉnh serum đầy_đủ phụ yên_tâm,7/8/2022,10:42,5,422206537,165,positive,2,0
2399,dễ_dàng thoải_mái thư_giãn,27/04/2023,16:10,5,422205160,47,positive,1,0
4033,rẻ chất_lượng khác_hiệu không_rõ gió mặt_nạ bám không_giống kết_hợp bình_dân hiệu_quả tế hẹp,30/06/2022,14:27,4,365000016,249,positive,2,0
1244,sạch sâu dưỡng,3/8/2022,14:06,5,224100009,26,positive,0,0
231,tốt,26/03/2022,22:31,5,422200305,23,positive,1,0
577,dầu_sài thích thấm thơm,1/1/2024,13:36,5,422220469,59,positive,2,0
2124,miễn_phí quá_chừng,8/5/2024,10:27,5,422203617,105,positive,0,0
3964,hơi nồng kháng_viêm trị mụn tốt_tẩy ẩm_mịn loreal,11/2/2023,20:16,4,422201119,94,positive,1,0
1895,chân_ái đời viêm mụn đỏ tối_đắp viêm,12/4/2024,21:35,5,422202253,107,positive,0,0
240,đóng kĩ_hàng,19/10/2021,10:19,5,205100136,36,positive,0,0
2399,dễ_dàng thoải_mái thư_giãn,27/04/2023,16:10,5,308500009,47,positive,1,0
2793,bổ rẻ mặt_nạ ôm sát không_bị rơi_rớt hoạt_động ẩm tốt hiệu_quả trị,16/12/2020,17:53,5,365000012,109,positive,4,0
2536,mụn máy kêm mụn thử dry control hiệu_quả không_lằm mụn yên_tâm,14/11/2020,22:54,5,204100003,187,positive,2,0
132,tệ_thực_sự ngâm bôi đen hiệu_quả nhờn chẳng_thấy hiệu_quả chữ trán đổ bình_thường thần thánh_bản cũ nâng tông thích ngâm hỗn_hợp không_hiệu_quả cân_nhắc đọc thầm cơ_địa hợp,8/9/2024,14:24,2,422216416,374,negative,4,3
1403,tốt,27/11/2020,14:57,5,422200306,16,positive,1,0
3644,ní miếng dán mỏng siêu_tệp hút_nhân mụn siêu_đỉnh dán đêm dậy hút nhân_mụn,24/01/2024,18:41,5,422207417,137,positive,1,1
319,xài_tẩy sạch không_bị khô,15/04/2020,6:15,5,422211489,76,positive,1,0
2540,bàn skincare toàn eucerin serum acne chất_lượng mụn serum dịu nhẹ,14/11/2020,21:19,5,204100054,201,positive,0,0
83,bổ_rẻ chuyên_dùng,2/7/2021,9:03,5,205100146,42,positive,1,0
46,sài lâu_ă lì không_hết,1/11/2022,6:47,5,100230056,109,positive,0,0
2702,đi_lại thử rẻ chất_lượng,31/10/2023,21:50,5,422205346,125,positive,1,0
3400,thử ổn_chất mặt_nạ mịn mát,16/07/2024,10:55,5,422203671,53,positive,1,0
